Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
2.1.24,9:34:01,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,3.1.24,8:00:00,10:15:00,11:09:00,Delayed,Weather,No
2.1.24,9:34:19,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,3.1.24,8:00:00,10:15:00,11:09:00,Delayed,Weather,No
2.1.24,9:35:34,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2.1.24,11:00:00,12:50:00,12:50:00,On Time,,No
2.1.24,9:42:18,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2.1.24,11:00:00,12:20:00,12:20:00,On Time,,No
2.1.24,9:50:50,Online,Credit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,3.1.24,7:45:00,9:35:00,9:35:00,On Time,,No
2.1.24,9:54:35,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2.1.24,11:15:00,11:45:00,11:45:00,On Time,,No
2.1.24,9:57:10,Station,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,3.1.24,8:15:00,9:35:00,,Cancelled,Signal Failure,No
2.1.24,10:15:13,Station,Credit Card,Senior,Standard,Advance,4,London Euston,Birmingham New Street,3.1.24,9:45:00,11:05:00,11:05:00,On Time,,No
2.1.24,10:19:26,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,3.1.24,8:45:00,9:45:00,9:45:00,On Time,,No
2.1.24,10:32:20,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,3.1.24,9:00:00,9:45:00,10:22:00,Delayed,Signal Failure,No
2.1.24,10:41:07,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,3.1.24,9:00:00,9:30:00,9:30:00,On Time,,No
2.1.24,10:42:08,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2.1.24,12:00:00,13:20:00,13:20:00,On Time,,No
2.1.24,10:43:57,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,3.1.24,9:00:00,10:00:00,10:00:00,On Time,,No
2.1.24,10:48:48,Online,Credit Card,None,First Class,Advance,106,London Kings Cross,Liverpool Lime Street,3.1.24,9:15:00,11:30:00,11:30:00,On Time,,No
2.1.24,10:51:36,Station,Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2.1.24,11:15:00,11:45:00,12:17:00,Delayed,Technical Issue,Yes
2.1.24,10:56:19,Online,Credit Card,None,Standard,Advance,65,London Kings Cross,Liverpool Lime Street,3.1.24,9:15:00,11:30:00,11:30:00,On Time,,No
2.1.24,11:01:57,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,3.1.24,9:30:00,11:20:00,11:20:00,On Time,,No
2.1.24,11:13:30,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,3.1.24,9:30:00,10:50:00,10:50:00,On Time,,No
2.1.24,11:18:30,Online,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2.1.24,12:45:00,13:45:00,13:45:00,On Time,,No
2.1.24,11:19:10,Station,Credit Card,Adult,Standard,Off-Peak,24,York,Edinburgh,2.1.24,12:45:00,15:15:00,15:15:00,On Time,,No
2.1.24,11:20:02,Station,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2.1.24,12:45:00,14:05:00,14:05:00,On Time,,No
2.1.24,12:01:28,Station,Credit Card,None,Standard,Off-Peak,19,Reading,London Paddington,2.1.24,13:30:00,13:55:00,,Cancelled,Staffing,Yes
2.1.24,12:06:30,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,3.1.24,10:30:00,12:20:00,12:20:00,On Time,,No
2.1.24,12:08:31,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2.1.24,13:30:00,14:00:00,14:00:00,On Time,,No
2.1.24,12:33:42,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,3.1.24,11:00:00,11:30:00,14:24:00,Delayed,Staff Shortage,No
2.1.24,12:39:58,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,3.1.24,11:00:00,12:20:00,12:20:00,On Time,,No
2.1.24,12:40:30,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,3.1.24,11:00:00,12:50:00,12:50:00,On Time,,No
2.1.24,13:00:01,Online,Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,2.1.24,14:30:00,15:00:00,15:00:00,On Time,,No
2.1.24,13:03:18,Station,Credit Card,Adult,Standard,Off-Peak,35,London Kings Cross,York,2.1.24,14:30:00,16:20:00,16:20:00,On Time,,No
2.1.24,13:06:40,Station,Credit Card,Disabled,Standard,Off-Peak,35,London Kings Cross,York,2.1.24,14:30:00,16:20:00,16:20:00,On Time,,No
2.1.24,13:21:58,Online,Credit Card,None,First Class,Advance,52,London Euston,Birmingham New Street,3.1.24,11:45:00,13:05:00,13:05:00,On Time,,No
2.1.24,13:24:23,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,3.1.24,11:45:00,13:35:00,13:35:00,On Time,,No
2.1.24,13:33:07,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,3.1.24,12:00:00,13:20:00,13:20:00,On Time,,No
2.1.24,13:41:50,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2.1.24,15:00:00,16:00:00,16:00:00,On Time,,No
2.1.24,13:41:58,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2.1.24,15:00:00,16:00:00,16:00:00,On Time,,No
2.1.24,13:57:22,Online,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2.1.24,15:15:00,16:35:00,16:35:00,On Time,,No
2.1.24,14:10:50,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,2.1.24,15:30:00,16:30:00,16:30:00,On Time,,No
2.1.24,14:16:55,Station,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,3.1.24,12:45:00,14:05:00,14:05:00,On Time,,No
2.1.24,14:18:09,Station,Credit Card,None,Standard,Off-Peak,35,York,Edinburgh,2.1.24,15:45:00,18:15:00,18:15:00,On Time,,No
2.1.24,14:23:21,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,3.1.24,12:45:00,13:45:00,,Cancelled,Technical Issue,No
2.1.24,14:26:49,Station,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,3.1.24,12:45:00,14:05:00,14:05:00,On Time,,No
2.1.24,14:26:59,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,2.1.24,15:45:00,17:05:00,17:05:00,On Time,,No
2.1.24,14:30:17,Station,Credit Card,None,Standard,Anytime,67,York,Peterborough,2.1.24,16:00:00,17:10:00,17:10:00,On Time,,No
2.1.24,14:36:55,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,2.1.24,16:00:00,17:20:00,,Cancelled,Technical Issue,Yes
2.1.24,14:37:24,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2.1.24,16:00:00,17:20:00,,Cancelled,Technical Issue,No
2.1.24,14:39:05,Station,Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2.1.24,16:00:00,16:30:00,16:30:00,On Time,,No
2.1.24,14:39:57,Station,Debit Card,Disabled,Standard,Anytime,11,London St Pancras,Birmingham New Street,2.1.24,16:00:00,17:20:00,17:20:00,On Time,,No
2.1.24,14:42:12,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,2.1.24,16:00:00,17:20:00,,Cancelled,Technical Issue,No
2.1.24,14:42:55,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,2.1.24,16:00:00,17:20:00,,Cancelled,Technical Issue,No
2.1.24,14:43:54,Station,Debit Card,Disabled,Standard,Anytime,11,London St Pancras,Birmingham New Street,2.1.24,16:00:00,17:20:00,17:20:00,On Time,,No
2.1.24,14:45:29,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2.1.24,16:15:00,18:05:00,18:05:00,On Time,,No
2.1.24,14:46:57,Online,Contactless,Adult,First Class,Anytime,13,Manchester Piccadilly,Liverpool Lime Street,2.1.24,16:15:00,16:45:00,16:45:00,On Time,,No
2.1.24,14:56:35,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,3.1.24,13:15:00,13:45:00,13:45:00,On Time,,No
2.1.24,14:57:58,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,3.1.24,13:15:00,13:45:00,13:45:00,On Time,,No
2.1.24,15:18:18,Station,Contactless,None,Standard,Anytime,70,London Kings Cross,York,2.1.24,17:45:00,19:35:00,19:35:00,On Time,,No
2.1.24,15:19:08,Online,Contactless,None,Standard,Advance,86,Manchester Piccadilly,London Paddington,3.1.24,13:45:00,16:00:00,16:00:00,On Time,,No
2.1.24,15:20:24,Online,Credit Card,None,Standard,Anytime,18,Reading,Swindon,2.1.24,17:45:00,18:30:00,18:30:00,On Time,,No
2.1.24,15:23:21,Station,Credit Card,None,Standard,Anytime,10,Birmingham New Street,Stafford,2.1.24,17:45:00,18:15:00,18:15:00,On Time,,No
2.1.24,15:45:48,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2.1.24,17:15:00,19:05:00,19:05:00,On Time,,No
2.1.24,15:58:45,Station,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2.1.24,17:15:00,17:45:00,17:45:00,On Time,,No
2.1.24,16:00:45,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2.1.24,17:45:00,18:15:00,18:15:00,On Time,,No
2.1.24,16:07:33,Station,Credit Card,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2.1.24,17:45:00,18:15:00,18:15:00,On Time,,No
2.1.24,16:09:30,Station,Debit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,3.1.24,15:30:00,17:45:00,18:14:00,Delayed,Staffing,Yes
2.1.24,16:11:10,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2.1.24,17:45:00,18:15:00,18:15:00,On Time,,No
2.1.24,16:18:23,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,3.1.24,14:45:00,15:15:00,15:15:00,On Time,,No
2.1.24,16:23:42,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,3.1.24,14:45:00,15:15:00,15:15:00,On Time,,No
2.1.24,16:26:52,Station,Credit Card,None,Standard,Advance,24,York,Edinburgh,3.1.24,14:45:00,17:15:00,17:15:00,On Time,,No
2.1.24,16:40:03,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,3.1.24,15:00:00,16:50:00,16:50:00,On Time,,No
2.1.24,16:44:07,Online,Contactless,Senior,Standard,Advance,8,London Paddington,Reading,3.1.24,15:00:00,16:00:00,16:00:00,On Time,,No
2.1.24,17:02:40,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,3.1.24,15:30:00,16:50:00,,Cancelled,Weather Conditions,No
2.1.24,17:09:56,Station,Contactless,None,Standard,Advance,13,Reading,London Paddington,3.1.24,15:30:00,15:55:00,15:55:00,On Time,,No
2.1.24,17:10:40,Station,Credit Card,None,Standard,Advance,13,Reading,London Paddington,3.1.24,15:30:00,15:55:00,15:55:00,On Time,,No
2.1.24,17:14:34,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,3.1.24,15:30:00,16:50:00,,Cancelled,Weather Conditions,Yes
2.1.24,17:18:59,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
2.1.24,17:20:02,Online,Credit Card,None,Standard,Anytime,10,Birmingham New Street,Stafford,2.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
2.1.24,17:21:32,Online,Credit Card,None,Standard,Anytime,10,Birmingham New Street,Tamworth,2.1.24,18:45:00,19:05:00,19:05:00,On Time,,No
2.1.24,17:22:48,Online,Credit Card,Disabled,Standard,Anytime,43,London St Pancras,Wolverhampton,2.1.24,18:45:00,20:15:00,20:15:00,On Time,,No
2.1.24,17:24:25,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,3.1.24,15:45:00,16:45:00,16:45:00,On Time,,No
2.1.24,17:25:08,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
2.1.24,17:26:14,Online,Credit Card,None,Standard,Anytime,143,London Euston,Manchester Piccadilly,2.1.24,18:45:00,20:35:00,20:35:00,On Time,,No
2.1.24,17:27:15,Online,Credit Card,Senior,Standard,Anytime,11,Liverpool Lime Street,Crewe,2.1.24,18:45:00,19:20:00,19:20:00,On Time,,No
2.1.24,17:28:04,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
2.1.24,17:29:43,Online,Credit Card,Disabled,Standard,Anytime,43,London St Pancras,Wolverhampton,2.1.24,18:45:00,20:15:00,20:15:00,On Time,,No
2.1.24,17:30:06,Station,Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,3.1.24,16:00:00,17:00:00,17:00:00,On Time,,No
2.1.24,17:31:20,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,3.1.24,16:00:00,17:20:00,17:20:00,On Time,,No
2.1.24,17:34:17,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,3.1.24,16:00:00,16:30:00,16:30:00,On Time,,No
2.1.24,17:36:40,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,3.1.24,16:00:00,17:20:00,17:20:00,On Time,,No
2.1.24,17:37:55,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,3.1.24,16:00:00,17:20:00,17:20:00,On Time,,No
2.1.24,17:38:47,Station,Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,3.1.24,16:00:00,17:50:00,17:50:00,On Time,,No
2.1.24,17:43:55,Station,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2.1.24,19:00:00,20:20:00,20:20:00,On Time,,No
2.1.24,17:46:28,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,3.1.24,16:15:00,18:05:00,18:05:00,On Time,,No
2.1.24,17:49:54,Online,Contactless,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,3.1.24,16:15:00,17:35:00,17:35:00,On Time,,No
2.1.24,18:05:48,Online,Contactless,Adult,Standard,Advance,7,Liverpool Lime Street,Leeds,3.1.24,16:30:00,18:00:00,18:00:00,On Time,,No
2.1.24,18:06:16,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2.1.24,19:30:00,21:20:00,21:20:00,On Time,,No
2.1.24,18:08:29,Online,Contactless,Adult,First Class,Advance,90,Manchester Piccadilly,London Kings Cross,3.1.24,16:30:00,18:45:00,18:45:00,On Time,,No
2.1.24,18:13:20,Station,Debit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,3.1.24,17:30:00,19:45:00,20:10:00,Delayed,Technical Issue,Yes
2.1.24,18:14:25,Online,Contactless,Adult,Standard,Advance,7,Liverpool Lime Street,Leeds,3.1.24,16:30:00,18:00:00,18:00:00,On Time,,No
2.1.24,18:21:12,Online,Credit Card,Senior,Standard,Anytime,31,London St Pancras,Leicester,2.1.24,18:45:00,19:45:00,19:45:00,On Time,,No
2.1.24,18:22:18,Online,Credit Card,None,First Class,Off-Peak,15,Liverpool Lime Street,Manchester Piccadilly,2.1.24,19:45:00,20:15:00,20:15:00,On Time,,No
2.1.24,18:24:22,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
2.1.24,18:31:55,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,3.1.24,17:00:00,18:50:00,18:50:00,On Time,,No
2.1.24,18:35:18,Station,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2.1.24,20:00:00,20:30:00,20:30:00,On Time,,No
2.1.24,18:39:02,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,3.1.24,17:00:00,18:50:00,18:50:00,On Time,,No
2.1.24,18:44:32,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,3.1.24,17:00:00,17:30:00,17:30:00,On Time,,No
2.1.24,18:50:20,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,3.1.24,17:15:00,18:35:00,18:35:00,On Time,,No
2.1.24,18:55:27,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,3.1.24,17:15:00,19:05:00,19:05:00,On Time,,No
2.1.24,18:55:44,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2.1.24,20:15:00,20:45:00,20:45:00,On Time,,No
2.1.24,18:59:30,Station,Credit Card,Adult,Standard,Off-Peak,65,London Kings Cross,Liverpool Lime Street,2.1.24,20:15:00,22:30:00,22:30:00,On Time,,No
2.1.24,19:20:49,Station,Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,3.1.24,17:45:00,19:05:00,19:05:00,On Time,,No
2.1.24,19:30:04,Station,Credit Card,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,3.1.24,17:45:00,18:15:00,18:15:00,On Time,,No
2.1.24,19:34:21,Online,Credit Card,None,Standard,Advance,9,Reading,Swindon,3.1.24,17:45:00,18:30:00,18:30:00,On Time,,No
2.1.24,19:34:34,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,3.1.24,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
2.1.24,19:42:19,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,3.1.24,17:45:00,18:15:00,18:15:00,On Time,,No
2.1.24,19:43:46,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,3.1.24,17:45:00,19:05:00,,Cancelled,Technical Issue,No
2.1.24,20:01:10,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,3.1.24,18:30:00,19:30:00,19:30:00,On Time,,No
2.1.24,20:01:42,Station,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2.1.24,21:30:00,22:00:00,22:00:00,On Time,,No
2.1.24,20:02:34,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,3.1.24,18:30:00,19:00:00,19:00:00,On Time,,No
2.1.24,20:03:09,Station,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2.1.24,21:30:00,22:00:00,22:00:00,On Time,,No
2.1.24,20:06:32,Station,Contactless,Adult,Standard,Advance,23,London Kings Cross,York,3.1.24,18:30:00,20:20:00,20:20:00,On Time,,No
2.1.24,20:06:34,Station,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2.1.24,21:30:00,22:50:00,,Cancelled,Staff Shortage,Yes
2.1.24,20:18:10,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,3.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
2.1.24,20:19:43,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,3.1.24,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
2.1.24,20:20:03,Online,Credit Card,None,Standard,Advance,5,Birmingham New Street,Tamworth,3.1.24,18:45:00,19:05:00,19:05:00,On Time,,No
2.1.24,20:20:20,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,3.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
2.1.24,20:20:41,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,3.1.24,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
2.1.24,20:21:26,Online,Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,3.1.24,18:45:00,19:05:00,19:05:00,On Time,,No
2.1.24,20:21:59,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,3.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
2.1.24,20:23:07,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,3.1.24,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
2.1.24,20:24:22,Online,Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,3.1.24,18:45:00,19:05:00,19:05:00,On Time,,No
2.1.24,20:26:32,Online,Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,3.1.24,18:45:00,19:05:00,19:05:00,On Time,,No
2.1.24,20:27:40,Station,Credit Card,Adult,Standard,Advance,48,London Euston,Manchester Piccadilly,3.1.24,18:45:00,20:35:00,20:35:00,On Time,,No
2.1.24,20:29:19,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,3.1.24,17:45:00,19:35:00,19:35:00,On Time,,No
2.1.24,20:30:13,Station,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,3.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
2.1.24,20:30:17,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,3.1.24,17:45:00,18:45:00,18:45:00,On Time,,No
2.1.24,20:30:57,Station,Credit Card,None,Standard,Advance,5,Birmingham New Street,Stafford,3.1.24,17:45:00,18:15:00,18:15:00,On Time,,No
2.1.24,20:32:41,Station,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,3.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
2.1.24,20:32:50,Station,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,3.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
2.1.24,20:40:59,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2.1.24,22:00:00,23:50:00,23:50:00,On Time,,No
2.1.24,20:45:50,Station,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2.1.24,22:15:00,0:05:00,0:05:00,On Time,,No
2.1.24,20:52:36,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,3.1.24,19:15:00,19:45:00,19:45:00,On Time,,No
2.1.24,21:01:44,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,3.1.24,19:30:00,21:20:00,21:20:00,On Time,,No
2.1.24,21:36:39,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,3.1.24,20:00:00,21:00:00,21:00:00,On Time,,No
2.1.24,21:38:33,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,3.1.24,20:00:00,21:00:00,21:00:00,On Time,,No
2.1.24,21:39:38,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,3.1.24,20:00:00,21:00:00,21:00:00,On Time,,No
2.1.24,21:44:12,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,3.1.24,20:00:00,21:00:00,21:00:00,On Time,,No
2.1.24,21:47:08,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,3.1.24,20:15:00,20:45:00,20:45:00,On Time,,No
2.1.24,21:55:40,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,3.1.24,20:15:00,20:45:00,20:45:00,On Time,,No
